Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator
12/31/2021,08/14/2021,Northwest Region,Unvaccinated,1706,69,20,3142654
12/31/2021,02/06/2021,Eastern Region,Unvaccinated,5062,211,76,7578869
12/31/2021,08/14/2021,Central Region,Fully Vaccinated,538,10,15,4817901
12/31/2021,12/18/2021,Southwest Region,Fully Vaccinated,734,31,5,5702199
12/31/2021,04/10/2021,Northwest Region,Fully Vaccinated,27,2,0,2097938
12/31/2021,04/03/2021,Central Region,Partially Vaccinated,189,15,6,1260742
12/31/2021,07/10/2021,Central Region,Fully Vaccinated,70,5,1,4606819
12/31/2021,05/29/2021,Southwest Region,Fully Vaccinated,23,3,0,4021328
12/31/2021,10/02/2021,Eastern Region,Unvaccinated,2679,65,28,2763319
12/31/2021,06/19/2021,Northwest Region,Partially Vaccinated,6,2,0,528569
12/31/2021,08/14/2021,Northern Region,Fully Vaccinated,821,12,4,4817901
12/31/2021,06/19/2021,Central Region,Fully Vaccinated,20,0,0,4425332
12/31/2021,10/23/2021,Southwest Region,Unvaccinated,1844,78,41,2635160
12/31/2021,04/03/2021,Northwest Region,Partially Vaccinated,117,8,1,1260742
12/31/2021,09/11/2021,Northwest Region,Unvaccinated,4239,103,52,2897984
12/31/2021,08/07/2021,Northwest Region,Unvaccinated,1463,45,12,3213065
12/31/2021,11/06/2021,Southwest Region,Partially Vaccinated,135,10,0,624542
12/31/2021,08/28/2021,Northern Region,Unvaccinated,1860,48,7,3012258
12/31/2021,06/26/2021,Northern Region,Unvaccinated,195,3,1,3755425
12/31/2021,05/15/2021,Central Region,Partially Vaccinated,41,6,0,812308
12/31/2021,08/28/2021,Central Region,Partially Vaccinated,252,5,1,592961
12/31/2021,05/08/2021,Southwest Region,Fully Vaccinated,43,7,2,3377814
12/31/2021,07/10/2021,Northern Region,Unvaccinated,303,15,2,3445915
12/31/2021,08/28/2021,Eastern Region,Unvaccinated,4487,118,56,3012258
12/31/2021,07/17/2021,Southwest Region,Partially Vaccinated,19,0,0,478891
12/31/2021,11/20/2021,Eastern Region,Partially Vaccinated,103,6,1,761688
12/31/2021,03/27/2021,Northwest Region,Unvaccinated,1442,28,14,5876226
12/31/2021,10/23/2021,Northwest Region,Fully Vaccinated,518,18,8,5314083
12/31/2021,04/03/2021,Northern Region,Fully Vaccinated,47,0,0,1785717
12/31/2021,03/13/2021,Northwest Region,Unvaccinated,1422,28,23,6633555
12/31/2021,10/02/2021,Central Region,Partially Vaccinated,175,2,2,578273
12/31/2021,02/06/2021,Southwest Region,Unvaccinated,2664,111,48,7578869
12/31/2021,05/22/2021,Northern Region,Unvaccinated,422,9,4,3901578
12/31/2021,02/27/2021,Southwest Region,Unvaccinated,1428,66,16,7177011
12/31/2021,10/30/2021,Northern Region,Partially Vaccinated,116,4,0,597540
12/31/2021,06/26/2021,Eastern Region,Unvaccinated,266,21,9,3755425
12/31/2021,10/09/2021,Northwest Region,Partially Vaccinated,211,4,3,578272
12/31/2021,01/30/2021,Northern Region,Fully Vaccinated,3,0,0,153367
12/31/2021,12/11/2021,Eastern Region,Partially Vaccinated,168,4,0,743378
12/31/2021,03/06/2021,Southwest Region,Unvaccinated,1410,58,55,6913035
12/31/2021,06/05/2021,Central Region,Partially Vaccinated,11,1,0,685618
12/31/2021,12/11/2021,Northern Region,Fully Vaccinated,1273,19,2,5658599
12/31/2021,02/27/2021,Eastern Region,Unvaccinated,2591,95,27,7177011
12/31/2021,11/20/2021,Northwest Region,Partially Vaccinated,109,4,2,761688
12/31/2021,05/29/2021,Southwest Region,Partially Vaccinated,34,4,0,734203
12/31/2021,09/18/2021,Northwest Region,Fully Vaccinated,811,34,17,5101813
12/31/2021,10/02/2021,Southwest Region,Unvaccinated,3540,114,65,2763319
12/31/2021,04/24/2021,Northwest Region,Partially Vaccinated,120,9,4,1188549
12/31/2021,03/06/2021,Eastern Region,Unvaccinated,2263,100,61,6913035
12/31/2021,07/24/2021,Eastern Region,Unvaccinated,1210,71,8,3350667
12/31/2021,07/03/2021,Northern Region,Fully Vaccinated,65,1,1,4558547
12/31/2021,03/27/2021,Northern Region,Unvaccinated,2605,56,9,5876226
12/31/2021,04/10/2021,Central Region,Partially Vaccinated,183,15,3,1304843
12/31/2021,05/15/2021,Central Region,Fully Vaccinated,33,1,0,3630020
12/31/2021,10/02/2021,Eastern Region,Fully Vaccinated,844,19,12,5193927
12/31/2021,05/29/2021,Southwest Region,Unvaccinated,388,22,8,3779988
12/31/2021,09/18/2021,Northwest Region,Unvaccinated,3992,105,49,2844779
12/31/2021,05/22/2021,Northwest Region,Partially Vaccinated,25,2,0,764446
12/31/2021,03/27/2021,Northwest Region,Fully Vaccinated,25,0,0,1504286
12/31/2021,06/05/2021,Central Region,Fully Vaccinated,15,3,0,4145828
12/31/2021,10/16/2021,Eastern Region,Partially Vaccinated,137,6,0,576784
12/31/2021,11/13/2021,Central Region,Partially Vaccinated,86,2,1,702654
12/31/2021,10/02/2021,Central Region,Unvaccinated,2437,51,31,2763319
12/31/2021,08/14/2021,Northern Region,Unvaccinated,1521,55,11,3142654
12/31/2021,07/10/2021,Central Region,Partially Vaccinated,26,0,0,482785
12/31/2021,03/13/2021,Southwest Region,Fully Vaccinated,7,1,0,1120588
12/31/2021,10/09/2021,Eastern Region,Unvaccinated,2281,67,36,2721804
12/31/2021,01/23/2021,Eastern Region,Partially Vaccinated,221,9,10,446573
12/31/2021,01/23/2021,Southwest Region,Fully Vaccinated,1,0,0,90381
12/31/2021,11/06/2021,Eastern Region,Fully Vaccinated,388,10,1,5393363
12/31/2021,07/17/2021,Central Region,Unvaccinated,588,14,7,3402659
12/31/2021,10/23/2021,Eastern Region,Partially Vaccinated,103,3,1,586276
12/31/2021,09/25/2021,Northwest Region,Fully Vaccinated,762,27,12,5154641
12/31/2021,12/11/2021,Southwest Region,Unvaccinated,2866,106,35,2133542
12/31/2021,08/14/2021,Eastern Region,Partially Vaccinated,280,13,6,574964
12/31/2021,09/18/2021,Northern Region,Unvaccinated,2193,48,9,2844779
12/31/2021,09/04/2021,Northern Region,Partially Vaccinated,206,4,1,593971
12/31/2021,10/02/2021,Northwest Region,Fully Vaccinated,704,31,10,5193927
12/31/2021,02/27/2021,Southwest Region,Partially Vaccinated,61,6,6,579158
12/31/2021,06/12/2021,Northern Region,Partially Vaccinated,18,0,0,591667
12/31/2021,08/21/2021,Eastern Region,Fully Vaccinated,1020,31,24,4870270
12/31/2021,07/24/2021,Eastern Region,Fully Vaccinated,270,16,3,4694539
12/31/2021,02/20/2021,Southwest Region,Fully Vaccinated,9,3,0,552229
12/31/2021,09/11/2021,Central Region,Unvaccinated,3466,44,42,2897984
12/31/2021,09/04/2021,Eastern Region,Partially Vaccinated,359,13,4,593971
12/31/2021,05/01/2021,Central Region,Unvaccinated,1005,34,7,4366476
12/31/2021,09/04/2021,Central Region,Fully Vaccinated,507,15,14,4990816
12/31/2021,12/25/2021,Central Region,Fully Vaccinated,640,3,0,5727986
12/31/2021,09/11/2021,Northern Region,Partially Vaccinated,232,7,2,593588
12/31/2021,02/06/2021,Eastern Region,Fully Vaccinated,0,0,0,246593
12/31/2021,07/03/2021,Southwest Region,Unvaccinated,285,28,6,3485271
12/31/2021,07/31/2021,Southwest Region,Partially Vaccinated,49,6,0,515145
12/31/2021,11/27/2021,Northwest Region,Fully Vaccinated,595,19,7,5487445
12/31/2021,12/18/2021,Northwest Region,Unvaccinated,3162,63,6,2078143
12/31/2021,08/21/2021,Northern Region,Partially Vaccinated,216,7,2,587863
12/31/2021,11/13/2021,Northern Region,Fully Vaccinated,798,13,3,5427350
12/31/2021,06/26/2021,Southwest Region,Unvaccinated,232,22,6,3755425
12/31/2021,03/13/2021,Central Region,Unvaccinated,1633,42,36,6633555
12/31/2021,03/27/2021,Northern Region,Partially Vaccinated,244,10,3,1155007
12/31/2021,01/23/2021,Northwest Region,Fully Vaccinated,0,0,0,90381
12/31/2021,02/27/2021,Central Region,Partially Vaccinated,74,17,3,579158
12/31/2021,05/08/2021,Northwest Region,Partially Vaccinated,87,5,1,929007
12/31/2021,05/15/2021,Northwest Region,Fully Vaccinated,39,2,0,3630020
12/31/2021,07/03/2021,Central Region,Partially Vaccinated,12,2,0,491701
12/31/2021,04/17/2021,Southwest Region,Fully Vaccinated,64,7,3,2437532
12/31/2021,02/13/2021,Northern Region,Partially Vaccinated,110,12,4,687383
12/31/2021,10/02/2021,Eastern Region,Partially Vaccinated,248,7,4,578273
12/31/2021,12/11/2021,Southwest Region,Fully Vaccinated,755,22,8,5658599
12/31/2021,01/23/2021,Northern Region,Partially Vaccinated,151,11,8,446573
12/31/2021,06/05/2021,Northwest Region,Fully Vaccinated,28,0,0,4145828
12/31/2021,04/10/2021,Northwest Region,Unvaccinated,1486,60,14,5132738
12/31/2021,11/13/2021,Northwest Region,Fully Vaccinated,595,19,4,5427350
12/31/2021,11/20/2021,Northern Region,Fully Vaccinated,813,6,3,5459415
12/31/2021,10/09/2021,Northern Region,Fully Vaccinated,788,16,2,5235443
12/31/2021,12/18/2021,Eastern Region,Unvaccinated,2631,106,4,2078143
12/31/2021,06/26/2021,Northwest Region,Fully Vaccinated,32,2,0,4299277
12/31/2021,05/22/2021,Central Region,Unvaccinated,392,14,6,3901578
12/31/2021,12/18/2021,Southwest Region,Partially Vaccinated,196,5,2,755177
12/31/2021,08/07/2021,Northwest Region,Partially Vaccinated,117,6,0,549801
12/31/2021,02/27/2021,Eastern Region,Partially Vaccinated,93,13,10,579158
12/31/2021,12/25/2021,Eastern Region,Fully Vaccinated,1105,34,1,5727986
12/31/2021,03/06/2021,Eastern Region,Fully Vaccinated,9,0,0,951143
12/31/2021,03/20/2021,Northern Region,Unvaccinated,2465,54,22,6336890
12/31/2021,04/24/2021,Northern Region,Fully Vaccinated,57,4,3,2765778
12/31/2021,07/17/2021,Southwest Region,Fully Vaccinated,118,25,7,4653969
12/31/2021,05/29/2021,Northern Region,Fully Vaccinated,28,4,2,4021328
12/31/2021,06/05/2021,Eastern Region,Fully Vaccinated,22,6,3,4145828
12/31/2021,07/31/2021,Central Region,Unvaccinated,1471,33,24,3287199
12/31/2021,10/30/2021,Eastern Region,Partially Vaccinated,114,4,2,597540
12/31/2021,05/08/2021,Northwest Region,Unvaccinated,807,26,11,4228698
12/31/2021,07/03/2021,Northern Region,Partially Vaccinated,26,1,0,491701
12/31/2021,05/15/2021,Central Region,Unvaccinated,522,16,7,4093191
12/31/2021,06/12/2021,Northwest Region,Unvaccinated,197,9,3,3637410
12/31/2021,01/30/2021,Central Region,Unvaccinated,4472,97,53,7746703
12/31/2021,09/04/2021,Central Region,Unvaccinated,3665,48,40,2950732
12/31/2021,07/17/2021,Northern Region,Partially Vaccinated,56,4,1,478891
12/31/2021,03/13/2021,Northern Region,Unvaccinated,2402,52,19,6633555
12/31/2021,07/03/2021,Southwest Region,Fully Vaccinated,42,0,0,4558547
12/31/2021,03/13/2021,Eastern Region,Fully Vaccinated,15,0,0,1120588
12/31/2021,01/23/2021,Northwest Region,Unvaccinated,4067,114,43,7998565
12/31/2021,02/27/2021,Northwest Region,Fully Vaccinated,5,3,1,779350
12/31/2021,02/20/2021,Northwest Region,Partially Vaccinated,84,6,1,632189
12/31/2021,12/25/2021,Northern Region,Unvaccinated,14150,301,2,2030202
12/31/2021,01/23/2021,Central Region,Unvaccinated,5435,99,88,7998565
12/31/2021,03/27/2021,Southwest Region,Fully Vaccinated,30,4,2,1504286
12/31/2021,02/13/2021,Eastern Region,Unvaccinated,4052,154,51,7459480
12/31/2021,11/27/2021,Central Region,Partially Vaccinated,102,1,2,789579
12/31/2021,10/09/2021,Southwest Region,Unvaccinated,2941,103,50,2721804
12/31/2021,12/18/2021,Northwest Region,Partially Vaccinated,267,5,0,755177
12/31/2021,11/27/2021,Southwest Region,Unvaccinated,1985,84,36,2258495
12/31/2021,11/06/2021,Southwest Region,Unvaccinated,1628,58,31,2517614
12/31/2021,06/26/2021,Southwest Region,Partially Vaccinated,7,3,0,480817
12/31/2021,02/20/2021,Eastern Region,Fully Vaccinated,11,0,0,552229
12/31/2021,05/01/2021,Southwest Region,Unvaccinated,1028,75,21,4366476
12/31/2021,12/18/2021,Northern Region,Unvaccinated,5359,56,4,2078143
12/31/2021,04/24/2021,Northern Region,Partially Vaccinated,268,18,0,1188549
12/31/2021,08/28/2021,Central Region,Unvaccinated,3610,48,47,3012258
12/31/2021,02/06/2021,Central Region,Fully Vaccinated,4,0,0,246593
12/31/2021,11/13/2021,Northern Region,Partially Vaccinated,138,1,0,702654
12/31/2021,11/06/2021,Northwest Region,Unvaccinated,1430,35,15,2517614
12/31/2021,10/09/2021,Central Region,Partially Vaccinated,146,3,1,578272
12/31/2021,06/26/2021,Eastern Region,Fully Vaccinated,25,3,2,4299277
12/31/2021,05/29/2021,Northwest Region,Partially Vaccinated,23,2,0,734203
12/31/2021,02/20/2021,Eastern Region,Unvaccinated,3330,148,42,7351101
12/31/2021,08/21/2021,Southwest Region,Partially Vaccinated,187,9,2,587863
12/31/2021,04/17/2021,Central Region,Partially Vaccinated,181,9,7,1259164
12/31/2021,02/27/2021,Northern Region,Unvaccinated,2616,38,3,7177011
12/31/2021,12/04/2021,Northwest Region,Partially Vaccinated,197,6,2,757888
12/31/2021,07/31/2021,Central Region,Partially Vaccinated,117,2,4,515145
12/31/2021,10/09/2021,Northwest Region,Unvaccinated,2371,65,30,2721804
12/31/2021,07/17/2021,Central Region,Partially Vaccinated,26,0,0,478891
12/31/2021,12/18/2021,Central Region,Unvaccinated,3041,38,4,2078143
12/31/2021,10/30/2021,Southwest Region,Unvaccinated,1685,68,41,2585155
12/31/2021,10/30/2021,Northern Region,Fully Vaccinated,554,6,3,5352824
12/31/2021,06/19/2021,Central Region,Partially Vaccinated,16,2,0,528569
12/31/2021,02/13/2021,Southwest Region,Unvaccinated,2134,85,37,7459480
12/31/2021,11/27/2021,Northwest Region,Partially Vaccinated,123,0,2,789579
12/31/2021,04/17/2021,Northern Region,Partially Vaccinated,339,10,4,1259164
12/31/2021,07/17/2021,Northern Region,Unvaccinated,441,14,1,3402659
12/31/2021,08/14/2021,Northwest Region,Fully Vaccinated,504,24,5,4817901
12/31/2021,05/01/2021,Southwest Region,Fully Vaccinated,62,12,2,3103589
12/31/2021,02/20/2021,Northern Region,Unvaccinated,2673,42,10,7351101
12/31/2021,11/13/2021,Central Region,Unvaccinated,1197,26,16,2405515
12/31/2021,12/04/2021,Central Region,Partially Vaccinated,132,4,3,757888
12/31/2021,12/18/2021,Eastern Region,Partially Vaccinated,272,7,0,755177
12/31/2021,04/24/2021,Eastern Region,Partially Vaccinated,141,9,3,1188549
12/31/2021,08/07/2021,Southwest Region,Unvaccinated,1741,92,33,3213065
12/31/2021,05/08/2021,Central Region,Unvaccinated,718,29,12,4228698
12/31/2021,02/13/2021,Southwest Region,Fully Vaccinated,6,0,1,388656
12/31/2021,11/20/2021,Eastern Region,Unvaccinated,1069,24,10,2314416
12/31/2021,10/02/2021,Northern Region,Partially Vaccinated,161,5,2,578273
12/31/2021,07/10/2021,Eastern Region,Fully Vaccinated,75,1,2,4606819
12/31/2021,05/29/2021,Northern Region,Partially Vaccinated,39,5,2,734203
12/31/2021,06/05/2021,Northern Region,Unvaccinated,257,10,4,3704073
12/31/2021,07/03/2021,Central Region,Fully Vaccinated,51,3,0,4558547
12/31/2021,07/10/2021,Central Region,Unvaccinated,349,10,2,3445915
12/31/2021,05/08/2021,Northern Region,Fully Vaccinated,56,3,2,3377814
12/31/2021,05/29/2021,Eastern Region,Partially Vaccinated,25,3,0,734203
12/31/2021,05/08/2021,Eastern Region,Unvaccinated,941,43,7,4228698
12/31/2021,08/07/2021,Eastern Region,Unvaccinated,2755,81,24,3213065
12/31/2021,08/28/2021,Eastern Region,Fully Vaccinated,1083,23,18,4930300
12/31/2021,11/13/2021,Southwest Region,Fully Vaccinated,595,18,16,5427350
12/31/2021,03/20/2021,Central Region,Partially Vaccinated,139,14,6,940164
12/31/2021,12/25/2021,Northwest Region,Fully Vaccinated,1117,18,1,5727986
12/31/2021,06/19/2021,Eastern Region,Partially Vaccinated,10,1,1,528569
12/31/2021,10/16/2021,Central Region,Fully Vaccinated,461,16,6,5279364
12/31/2021,04/17/2021,Southwest Region,Partially Vaccinated,156,13,1,1259164
12/31/2021,05/29/2021,Central Region,Fully Vaccinated,23,2,2,4021328
12/31/2021,08/14/2021,Central Region,Partially Vaccinated,172,8,0,574964
12/31/2021,10/23/2021,Northern Region,Partially Vaccinated,108,1,0,586276
12/31/2021,04/03/2021,Central Region,Fully Vaccinated,18,1,1,1785717
12/31/2021,07/31/2021,Eastern Region,Fully Vaccinated,450,17,15,4733175
12/31/2021,12/04/2021,Northern Region,Unvaccinated,2479,33,2,2194366
12/31/2021,02/06/2021,Northwest Region,Partially Vaccinated,215,10,6,710057
12/31/2021,09/11/2021,Eastern Region,Unvaccinated,4015,128,59,2897984
12/31/2021,04/10/2021,Eastern Region,Partially Vaccinated,242,17,7,1304843
12/31/2021,12/04/2021,Northwest Region,Unvaccinated,2685,70,19,2194366
12/31/2021,10/30/2021,Northwest Region,Fully Vaccinated,471,7,5,5352824
12/31/2021,04/17/2021,Central Region,Unvaccinated,1507,51,18,4838823
12/31/2021,08/28/2021,Northern Region,Fully Vaccinated,915,18,6,4930300
12/31/2021,03/20/2021,Eastern Region,Fully Vaccinated,19,3,0,1258465
12/31/2021,11/20/2021,Northern Region,Unvaccinated,1487,25,2,2314416
12/31/2021,10/16/2021,Northwest Region,Partially Vaccinated,158,3,0,576784
12/31/2021,10/23/2021,Southwest Region,Fully Vaccinated,609,16,16,5314083
12/31/2021,10/23/2021,Northwest Region,Partially Vaccinated,124,4,1,586276
12/31/2021,07/03/2021,Eastern Region,Unvaccinated,294,15,1,3485271
12/31/2021,12/18/2021,Northern Region,Partially Vaccinated,697,11,0,755177
12/31/2021,06/26/2021,Eastern Region,Partially Vaccinated,6,0,0,480817
12/31/2021,01/23/2021,Southwest Region,Unvaccinated,4284,146,54,7998565
12/31/2021,04/10/2021,Northern Region,Partially Vaccinated,386,27,1,1304843
12/31/2021,04/24/2021,Southwest Region,Unvaccinated,1050,70,27,4581192
12/31/2021,03/20/2021,Northwest Region,Unvaccinated,1270,17,6,6336890
12/31/2021,01/30/2021,Eastern Region,Partially Vaccinated,228,20,15,635449
12/31/2021,05/08/2021,Northern Region,Unvaccinated,816,19,7,4228698
12/31/2021,07/31/2021,Eastern Region,Partially Vaccinated,117,5,0,515145
12/31/2021,04/24/2021,Eastern Region,Unvaccinated,1477,60,16,4581192
12/31/2021,07/24/2021,Northwest Region,Partially Vaccinated,35,0,0,490313
12/31/2021,02/20/2021,Northwest Region,Fully Vaccinated,8,0,0,552229
12/31/2021,04/03/2021,Southwest Region,Partially Vaccinated,95,15,3,1260742
12/31/2021,08/14/2021,Eastern Region,Fully Vaccinated,864,31,15,4817901
12/31/2021,08/07/2021,Central Region,Partially Vaccinated,124,4,0,549801
12/31/2021,12/25/2021,Central Region,Partially Vaccinated,453,5,0,777331
12/31/2021,06/12/2021,Northern Region,Unvaccinated,222,11,2,3637410
12/31/2021,03/20/2021,Eastern Region,Partially Vaccinated,131,18,6,940164
12/31/2021,06/12/2021,Eastern Region,Partially Vaccinated,11,0,1,591667
12/31/2021,10/30/2021,Central Region,Fully Vaccinated,387,9,5,5352824
12/31/2021,07/24/2021,Southwest Region,Unvaccinated,768,64,14,3350667
12/31/2021,05/08/2021,Central Region,Partially Vaccinated,63,5,2,929007
12/31/2021,05/29/2021,Northern Region,Unvaccinated,265,14,1,3779988
12/31/2021,06/26/2021,Northern Region,Partially Vaccinated,28,1,0,480817
12/31/2021,08/14/2021,Eastern Region,Unvaccinated,3599,101,53,3142654
12/31/2021,07/17/2021,Northern Region,Fully Vaccinated,281,5,0,4653969
12/31/2021,04/10/2021,Northern Region,Fully Vaccinated,47,1,0,2097938
12/31/2021,11/13/2021,Southwest Region,Unvaccinated,1767,62,43,2405515
12/31/2021,10/02/2021,Southwest Region,Fully Vaccinated,976,31,11,5193927
12/31/2021,06/26/2021,Central Region,Partially Vaccinated,20,0,0,480817
12/31/2021,02/20/2021,Southwest Region,Unvaccinated,1708,73,13,7351101
12/31/2021,02/13/2021,Eastern Region,Partially Vaccinated,241,16,8,687383
12/31/2021,11/20/2021,Eastern Region,Fully Vaccinated,416,11,4,5459415
12/31/2021,06/05/2021,Northern Region,Partially Vaccinated,32,0,0,685618
12/31/2021,12/11/2021,Eastern Region,Unvaccinated,1906,59,4,2133542
12/31/2021,09/18/2021,Central Region,Unvaccinated,3522,52,34,2844779
12/31/2021,11/20/2021,Northwest Region,Fully Vaccinated,659,18,12,5459415
12/31/2021,11/27/2021,Northern Region,Fully Vaccinated,717,12,1,5487445
12/31/2021,02/20/2021,Central Region,Partially Vaccinated,92,11,9,632189
12/31/2021,01/23/2021,Northern Region,Unvaccinated,5999,160,65,7998565
12/31/2021,03/06/2021,Eastern Region,Partially Vaccinated,90,15,5,671341
12/31/2021,12/18/2021,Eastern Region,Fully Vaccinated,859,21,3,5702199
12/31/2021,11/20/2021,Northwest Region,Unvaccinated,1496,34,19,2314416
12/31/2021,03/27/2021,Eastern Region,Unvaccinated,2395,81,17,5876226
12/31/2021,07/31/2021,Northern Region,Partially Vaccinated,106,3,2,515145
12/31/2021,09/18/2021,Central Region,Fully Vaccinated,530,15,15,5101813
12/31/2021,11/27/2021,Southwest Region,Fully Vaccinated,594,22,12,5487445
12/31/2021,07/17/2021,Southwest Region,Unvaccinated,444,34,6,3402659
12/31/2021,02/20/2021,Northwest Region,Unvaccinated,2279,51,17,7351101
12/31/2021,02/20/2021,Eastern Region,Partially Vaccinated,188,15,5,632189
12/31/2021,10/02/2021,Northwest Region,Partially Vaccinated,251,14,1,578273
12/31/2021,06/12/2021,Southwest Region,Unvaccinated,180,19,2,3637410
12/31/2021,07/24/2021,Southwest Region,Partially Vaccinated,34,3,0,490313
12/31/2021,09/11/2021,Central Region,Fully Vaccinated,493,25,12,5043947
12/31/2021,06/12/2021,Northern Region,Fully Vaccinated,37,0,0,4306442
12/31/2021,12/25/2021,Southwest Region,Partially Vaccinated,250,3,0,777331
12/31/2021,02/27/2021,Central Region,Unvaccinated,1955,54,18,7177011
12/31/2021,07/10/2021,Eastern Region,Unvaccinated,493,25,6,3445915
12/31/2021,09/18/2021,Eastern Region,Unvaccinated,4040,96,58,2844779
12/31/2021,11/27/2021,Northern Region,Partially Vaccinated,114,0,0,789579
12/31/2021,11/06/2021,Northern Region,Fully Vaccinated,627,5,1,5393363
12/31/2021,08/07/2021,Central Region,Unvaccinated,1727,32,24,3213065
12/31/2021,07/24/2021,Northern Region,Partially Vaccinated,77,3,0,490313
12/31/2021,09/25/2021,Northwest Region,Unvaccinated,3305,66,38,2801407
12/31/2021,02/20/2021,Northern Region,Partially Vaccinated,90,12,5,632189
12/31/2021,10/30/2021,Southwest Region,Fully Vaccinated,536,19,9,5352824
12/31/2021,04/24/2021,Northern Region,Unvaccinated,1441,33,5,4581192
12/31/2021,12/04/2021,Southwest Region,Partially Vaccinated,190,11,3,757888
12/31/2021,11/13/2021,Eastern Region,Unvaccinated,1027,25,8,2405515
12/31/2021,12/11/2021,Northern Region,Unvaccinated,2405,41,1,2133542
12/31/2021,07/03/2021,Northern Region,Unvaccinated,162,4,0,3485271
12/31/2021,12/11/2021,Eastern Region,Fully Vaccinated,651,27,3,5658599
12/31/2021,03/20/2021,Northwest Region,Fully Vaccinated,16,1,0,1258465
12/31/2021,07/31/2021,Northwest Region,Unvaccinated,931,26,10,3287199
12/31/2021,08/21/2021,Eastern Region,Partially Vaccinated,351,7,6,587863
12/31/2021,11/27/2021,Eastern Region,Partially Vaccinated,124,2,0,789579
12/31/2021,06/12/2021,Southwest Region,Fully Vaccinated,26,3,0,4306442
12/31/2021,08/21/2021,Eastern Region,Unvaccinated,4060,123,51,3077386
12/31/2021,09/04/2021,Northwest Region,Unvaccinated,4005,101,50,2950732
12/31/2021,12/04/2021,Southwest Region,Unvaccinated,2940,97,35,2194366
12/31/2021,09/04/2021,Northwest Region,Partially Vaccinated,264,6,6,593971
12/31/2021,03/27/2021,Southwest Region,Unvaccinated,1295,71,12,5876226
12/31/2021,04/17/2021,Eastern Region,Partially Vaccinated,201,15,6,1259164
12/31/2021,01/23/2021,Central Region,Partially Vaccinated,226,11,14,446573
12/31/2021,05/22/2021,Northwest Region,Fully Vaccinated,39,3,0,3869495
12/31/2021,06/12/2021,Central Region,Partially Vaccinated,19,2,0,591667
12/31/2021,04/10/2021,Eastern Region,Fully Vaccinated,45,10,1,2097938
12/31/2021,10/16/2021,Northwest Region,Fully Vaccinated,614,21,8,5279364
12/31/2021,05/29/2021,Northwest Region,Fully Vaccinated,23,6,0,4021328
12/31/2021,05/08/2021,Northwest Region,Fully Vaccinated,42,6,1,3377814
12/31/2021,01/30/2021,Central Region,Fully Vaccinated,2,0,0,153367
12/31/2021,07/10/2021,Eastern Region,Partially Vaccinated,17,0,0,482785
12/31/2021,02/27/2021,Central Region,Fully Vaccinated,9,1,1,779350
12/31/2021,02/06/2021,Northwest Region,Fully Vaccinated,1,0,0,246593
12/31/2021,10/09/2021,Northern Region,Unvaccinated,1406,34,11,2721804
12/31/2021,04/03/2021,Eastern Region,Fully Vaccinated,21,2,0,1785717
12/31/2021,01/30/2021,Northwest Region,Unvaccinated,3535,90,47,7746703
12/31/2021,03/20/2021,Southwest Region,Unvaccinated,1210,64,28,6336890
12/31/2021,03/20/2021,Northern Region,Partially Vaccinated,154,12,2,940164
12/31/2021,09/04/2021,Eastern Region,Unvaccinated,4112,121,63,2950732
12/31/2021,12/04/2021,Northern Region,Fully Vaccinated,1197,16,8,5583265
12/31/2021,12/25/2021,Central Region,Unvaccinated,6517,29,2,2030202
12/31/2021,07/24/2021,Northwest Region,Unvaccinated,585,9,2,3350667
12/31/2021,02/06/2021,Northern Region,Unvaccinated,3936,75,25,7578869
12/31/2021,03/06/2021,Northern Region,Unvaccinated,2310,54,22,6913035
12/31/2021,12/04/2021,Eastern Region,Fully Vaccinated,752,24,2,5583265
12/31/2021,09/04/2021,Central Region,Partially Vaccinated,268,6,5,593971
12/31/2021,05/22/2021,Northwest Region,Unvaccinated,468,29,7,3901578
12/31/2021,06/26/2021,Central Region,Unvaccinated,193,11,5,3755425
12/31/2021,05/01/2021,Northern Region,Partially Vaccinated,223,8,1,1065454
12/31/2021,10/09/2021,Central Region,Unvaccinated,2190,51,25,2721804
12/31/2021,09/18/2021,Northern Region,Fully Vaccinated,881,20,6,5101813
12/31/2021,10/16/2021,Northwest Region,Unvaccinated,1883,52,30,2679371
12/31/2021,05/22/2021,Central Region,Fully Vaccinated,11,2,3,3869495
12/31/2021,09/04/2021,Southwest Region,Partially Vaccinated,434,12,5,593971
12/31/2021,08/07/2021,Eastern Region,Fully Vaccinated,630,22,4,4772653
12/31/2021,10/09/2021,Eastern Region,Fully Vaccinated,776,20,5,5235443
12/31/2021,01/30/2021,Southwest Region,Unvaccinated,3332,133,61,7746703
12/31/2021,11/27/2021,Eastern Region,Fully Vaccinated,462,15,5,5487445
12/31/2021,04/17/2021,Northwest Region,Fully Vaccinated,32,2,1,2437532
12/31/2021,10/23/2021,Northwest Region,Unvaccinated,1519,41,29,2635160
12/31/2021,08/21/2021,Central Region,Fully Vaccinated,684,24,6,4870270
12/31/2021,03/13/2021,Northern Region,Fully Vaccinated,14,1,0,1120588
12/31/2021,08/21/2021,Southwest Region,Fully Vaccinated,746,48,11,4870270
12/31/2021,05/15/2021,Southwest Region,Unvaccinated,674,55,12,4093191
