Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator
05/06/2022,01/01/2022,Southwest Region,Partially Vaccinated,755,12,6,681728
05/06/2022,04/02/2022,Eastern Region,Partially Vaccinated,44,2,0,693950
05/06/2022,10/16/2021,Southwest Region,Partially Vaccinated,172,11,1,573320
05/06/2022,05/22/2021,Eastern Region,Unvaccinated,604,25,4,3931100
05/06/2022,05/15/2021,Eastern Region,Fully Vaccinated,25,0,1,3652187
05/06/2022,10/09/2021,Southwest Region,Unvaccinated,2932,105,49,2734876
05/06/2022,10/02/2021,Southwest Region,Fully Vaccinated,993,31,11,5238185
05/06/2022,11/27/2021,Southwest Region,Fully Vaccinated,633,23,14,5603375
05/06/2022,08/28/2021,Central Region,Unvaccinated,3594,83,48,3036409
05/06/2022,05/08/2021,Central Region,Unvaccinated,719,36,12,4260070
05/06/2022,07/03/2021,Northern Region,Unvaccinated,174,5,0,3512543
05/06/2022,01/08/2022,Eastern Region,Fully Vaccinated,5427,183,71,5965284
05/06/2022,04/30/2022,Central Region,Fully Vaccinated,358,2,0,6287223
05/06/2022,02/20/2021,Southwest Region,Partially Vaccinated,106,7,1,638278
05/06/2022,04/03/2021,Central Region,Partially Vaccinated,194,13,4,1266821
05/06/2022,07/31/2021,Northwest Region,Unvaccinated,929,26,10,3313152
05/06/2022,11/27/2021,Southwest Region,Partially Vaccinated,133,5,2,717378
05/06/2022,02/26/2022,Eastern Region,Fully Vaccinated,326,9,4,6205865
05/06/2022,03/13/2021,Northwest Region,Fully Vaccinated,11,0,0,1129114
05/06/2022,04/23/2022,Eastern Region,Partially Vaccinated,129,4,0,689263
05/06/2022,12/25/2021,Southwest Region,Unvaccinated,3018,110,61,2035619
05/06/2022,01/01/2022,Southwest Region,Fully Vaccinated,2643,46,30,5926118
05/06/2022,12/18/2021,Southwest Region,Fully Vaccinated,857,40,17,5849569
05/06/2022,01/08/2022,Southwest Region,Partially Vaccinated,1087,5,7,692031
05/06/2022,06/12/2021,Central Region,Partially Vaccinated,19,2,0,592134
05/06/2022,04/03/2021,Southwest Region,Unvaccinated,1131,86,14,5525408
05/06/2022,04/23/2022,Central Region,Fully Vaccinated,431,5,0,6279673
05/06/2022,04/16/2022,Central Region,Unvaccinated,465,3,2,1628447
05/06/2022,06/26/2021,Northwest Region,Fully Vaccinated,32,1,0,4327196
05/06/2022,01/08/2022,Northwest Region,Partially Vaccinated,1147,17,6,692031
05/06/2022,10/30/2021,Northwest Region,Fully Vaccinated,502,7,5,5426004
05/06/2022,12/11/2021,Eastern Region,Unvaccinated,1852,58,29,2143505
05/06/2022,09/25/2021,Eastern Region,Fully Vaccinated,975,21,10,5190269
05/06/2022,05/01/2021,Southwest Region,Partially Vaccinated,65,5,0,1069419
05/06/2022,11/20/2021,Northern Region,Fully Vaccinated,913,7,5,5568504
05/06/2022,03/06/2021,Northern Region,Unvaccinated,2321,54,21,6955030
05/06/2022,04/03/2021,Northern Region,Fully Vaccinated,48,0,0,1798334
05/06/2022,12/18/2021,Northern Region,Unvaccinated,5199,59,12,2086258
05/06/2022,10/30/2021,Central Region,Partially Vaccinated,97,1,4,562082
05/06/2022,07/10/2021,Southwest Region,Unvaccinated,303,22,6,3472908
05/06/2022,02/19/2022,Eastern Region,Partially Vaccinated,184,5,1,707018
05/06/2022,04/17/2021,Eastern Region,Unvaccinated,1803,86,17,4872514
05/06/2022,04/23/2022,Southwest Region,Fully Vaccinated,404,11,2,6279673
05/06/2022,04/16/2022,Southwest Region,Unvaccinated,202,3,3,1628447
05/06/2022,04/24/2021,Central Region,Partially Vaccinated,107,6,1,1193522
05/06/2022,01/29/2022,Southwest Region,Fully Vaccinated,2251,57,46,6065704
05/06/2022,08/07/2021,Southwest Region,Unvaccinated,1734,92,33,3238484
05/06/2022,04/10/2021,Northern Region,Partially Vaccinated,391,17,1,1310627
05/06/2022,01/22/2022,Southwest Region,Unvaccinated,12789,82,78,2138933
05/06/2022,02/27/2021,Northern Region,Unvaccinated,2627,39,3,7220821
05/06/2022,08/14/2021,Southwest Region,Partially Vaccinated,144,3,1,573415
05/06/2022,02/20/2021,Northern Region,Fully Vaccinated,5,0,0,556769
05/06/2022,09/25/2021,Northern Region,Partially Vaccinated,199,3,1,577094
05/06/2022,04/17/2021,Central Region,Fully Vaccinated,25,1,0,2453156
05/06/2022,07/10/2021,Central Region,Unvaccinated,349,10,2,3472908
05/06/2022,03/19/2022,Eastern Region,Partially Vaccinated,35,0,0,697085
05/06/2022,10/02/2021,Southwest Region,Partially Vaccinated,258,13,3,575811
05/06/2022,03/19/2022,Northwest Region,Partially Vaccinated,48,0,1,697085
05/06/2022,09/25/2021,Central Region,Unvaccinated,3070,85,39,2823200
05/06/2022,11/13/2021,Northern Region,Partially Vaccinated,139,1,0,644970
05/06/2022,12/11/2021,Central Region,Fully Vaccinated,640,17,7,5795744
05/06/2022,03/06/2021,Northern Region,Partially Vaccinated,93,10,3,677240
05/06/2022,06/26/2021,Eastern Region,Unvaccinated,266,20,9,3783078
05/06/2022,03/12/2022,Central Region,Fully Vaccinated,164,3,1,6226674
05/06/2022,01/22/2022,Central Region,Unvaccinated,12326,90,57,2138933
05/06/2022,08/07/2021,Central Region,Unvaccinated,1736,48,26,3238484
05/06/2022,01/29/2022,Central Region,Fully Vaccinated,1491,41,28,6065704
05/06/2022,02/19/2022,Northern Region,Fully Vaccinated,878,12,3,6190466
05/06/2022,04/23/2022,Eastern Region,Unvaccinated,469,6,1,1621627
05/06/2022,03/12/2022,Northwest Region,Fully Vaccinated,241,7,3,6226674
05/06/2022,04/16/2022,Eastern Region,Fully Vaccinated,454,7,0,6271545
05/06/2022,04/30/2022,Southwest Region,Partially Vaccinated,85,0,0,688019
05/06/2022,05/08/2021,Northwest Region,Unvaccinated,805,26,11,4260070
05/06/2022,08/28/2021,Northwest Region,Unvaccinated,3580,77,28,3036409
05/06/2022,11/27/2021,Eastern Region,Partially Vaccinated,130,3,0,717378
05/06/2022,12/11/2021,Southwest Region,Fully Vaccinated,816,22,17,5795744
05/06/2022,09/25/2021,Southwest Region,Unvaccinated,4008,140,85,2823200
05/06/2022,02/19/2022,Southwest Region,Unvaccinated,2899,46,34,1693079
05/06/2022,04/23/2022,Southwest Region,Partially Vaccinated,57,0,0,689263
05/06/2022,02/26/2022,Central Region,Unvaccinated,817,12,18,1681947
05/06/2022,03/05/2022,Southwest Region,Unvaccinated,798,27,16,1672448
05/06/2022,03/27/2021,Eastern Region,Partially Vaccinated,204,15,3,1161416
05/06/2022,08/28/2021,Eastern Region,Fully Vaccinated,1099,22,13,4963191
05/06/2022,05/08/2021,Eastern Region,Fully Vaccinated,39,3,2,3398539
05/06/2022,09/18/2021,Southwest Region,Partially Vaccinated,367,14,3,586474
05/06/2022,05/22/2021,Eastern Region,Partially Vaccinated,30,2,0,766619
05/06/2022,09/04/2021,Northern Region,Partially Vaccinated,210,5,2,591853
05/06/2022,04/30/2022,Northwest Region,Partially Vaccinated,127,0,0,688019
05/06/2022,05/22/2021,Northwest Region,Fully Vaccinated,39,3,0,3892844
05/06/2022,05/15/2021,Northwest Region,Unvaccinated,634,21,4,4123700
05/06/2022,02/20/2021,Central Region,Partially Vaccinated,93,11,7,638278
05/06/2022,07/24/2021,Northwest Region,Unvaccinated,585,9,2,3376964
05/06/2022,10/02/2021,Northwest Region,Fully Vaccinated,804,32,10,5238185
05/06/2022,11/27/2021,Northwest Region,Fully Vaccinated,656,25,11,5603375
05/06/2022,07/17/2021,Northern Region,Partially Vaccinated,57,3,1,477687
05/06/2022,10/09/2021,Northwest Region,Unvaccinated,2296,66,32,2734876
05/06/2022,12/18/2021,Eastern Region,Partially Vaccinated,292,10,1,654736
05/06/2022,10/30/2021,Central Region,Fully Vaccinated,393,9,5,5426004
05/06/2022,09/11/2021,Northern Region,Unvaccinated,1986,48,15,2921024
05/06/2022,09/04/2021,Northern Region,Fully Vaccinated,977,16,5,5024460
05/06/2022,07/31/2021,Southwest Region,Unvaccinated,1251,59,25,3313152
05/06/2022,01/01/2022,Central Region,Partially Vaccinated,1470,14,10,681728
05/06/2022,11/27/2021,Eastern Region,Unvaccinated,1198,55,29,2269810
05/06/2022,10/02/2021,Eastern Region,Unvaccinated,2666,66,28,2776567
05/06/2022,10/09/2021,Eastern Region,Fully Vaccinated,782,21,5,5280259
05/06/2022,07/03/2021,Southwest Region,Unvaccinated,286,28,6,3512543
05/06/2022,03/20/2021,Northern Region,Fully Vaccinated,28,2,0,1268001
05/06/2022,07/03/2021,Northwest Region,Partially Vaccinated,9,4,1,490866
05/06/2022,10/23/2021,Eastern Region,Partially Vaccinated,106,3,1,572085
05/06/2022,04/09/2022,Southwest Region,Partially Vaccinated,22,1,0,691602
05/06/2022,01/23/2021,Northern Region,Fully Vaccinated,1,0,0,91374
05/06/2022,01/30/2021,Northern Region,Unvaccinated,4782,109,35,7793848
05/06/2022,09/18/2021,Northern Region,Unvaccinated,2121,53,11,2867398
05/06/2022,03/13/2021,Central Region,Fully Vaccinated,12,0,0,1129114
05/06/2022,09/11/2021,Eastern Region,Fully Vaccinated,1171,29,25,5078138
05/06/2022,09/04/2021,Eastern Region,Unvaccinated,4105,126,64,2974250
05/06/2022,07/31/2021,Central Region,Unvaccinated,1469,44,24,3313152
05/06/2022,06/05/2021,Northern Region,Unvaccinated,270,10,3,3732615
05/06/2022,02/13/2021,Eastern Region,Partially Vaccinated,243,14,7,693793
05/06/2022,02/05/2022,Northern Region,Partially Vaccinated,477,2,2,697447
05/06/2022,11/06/2021,Central Region,Fully Vaccinated,365,13,6,5481291
05/06/2022,05/01/2021,Northwest Region,Partially Vaccinated,80,4,0,1069419
05/06/2022,12/25/2021,Northern Region,Unvaccinated,14405,222,24,2035619
05/06/2022,07/31/2021,Northern Region,Partially Vaccinated,108,2,1,513748
05/06/2022,01/01/2022,Northern Region,Fully Vaccinated,10435,193,47,5926118
05/06/2022,05/08/2021,Southwest Region,Partially Vaccinated,47,7,2,931954
05/06/2022,08/28/2021,Northern Region,Unvaccinated,1766,48,8,3036409
05/06/2022,03/27/2021,Northern Region,Partially Vaccinated,244,9,3,1161416
05/06/2022,05/08/2021,Northern Region,Unvaccinated,824,20,7,4260070
05/06/2022,07/03/2021,Central Region,Unvaccinated,259,11,0,3512543
05/06/2022,04/30/2022,Southwest Region,Fully Vaccinated,494,9,2,6287223
05/06/2022,10/23/2021,Central Region,Partially Vaccinated,90,3,1,572085
05/06/2022,06/05/2021,Southwest Region,Fully Vaccinated,32,12,1,4170994
05/06/2022,12/25/2021,Northern Region,Partially Vaccinated,1929,23,3,669628
05/06/2022,07/24/2021,Northwest Region,Fully Vaccinated,176,2,2,4724544
05/06/2022,11/06/2021,Southwest Region,Fully Vaccinated,490,26,6,5481291
05/06/2022,11/27/2021,Northern Region,Partially Vaccinated,116,0,0,717378
05/06/2022,04/17/2021,Northern Region,Partially Vaccinated,338,8,3,1264893
05/06/2022,03/27/2021,Central Region,Unvaccinated,1778,51,10,5914115
05/06/2022,11/27/2021,Northwest Region,Partially Vaccinated,126,1,2,717378
05/06/2022,02/05/2022,Northern Region,Unvaccinated,3061,20,16,1797790
05/06/2022,02/19/2022,Eastern Region,Unvaccinated,992,16,17,1693079
05/06/2022,05/01/2021,Northwest Region,Fully Vaccinated,41,1,0,3122557
05/06/2022,08/21/2021,Northwest Region,Fully Vaccinated,628,19,11,4902517
05/06/2022,04/23/2022,Northern Region,Fully Vaccinated,1186,7,0,6279673
05/06/2022,04/16/2022,Northern Region,Unvaccinated,1258,4,1,1628447
05/06/2022,01/15/2022,Northwest Region,Unvaccinated,11808,155,75,1881607
05/06/2022,01/08/2022,Northwest Region,Unvaccinated,11880,156,68,1933248
05/06/2022,03/26/2022,Central Region,Unvaccinated,220,3,2,1652582
05/06/2022,05/22/2021,Southwest Region,Partially Vaccinated,28,5,0,766619
05/06/2022,02/12/2022,Eastern Region,Fully Vaccinated,905,16,10,6118401
05/06/2022,08/14/2021,Northwest Region,Unvaccinated,1710,71,20,3167638
05/06/2022,04/24/2021,Northwest Region,Unvaccinated,1159,35,10,4614088
05/06/2022,03/12/2022,Northwest Region,Partially Vaccinated,53,2,0,698813
05/06/2022,05/29/2021,Eastern Region,Unvaccinated,477,18,8,3808889
05/06/2022,11/06/2021,Northern Region,Partially Vaccinated,103,0,1,575503
05/06/2022,10/16/2021,Northwest Region,Partially Vaccinated,158,3,0,573320
05/06/2022,06/26/2021,Eastern Region,Partially Vaccinated,4,0,0,480289
05/06/2022,03/13/2021,Northwest Region,Partially Vaccinated,57,5,0,787646
05/06/2022,02/12/2022,Northwest Region,Fully Vaccinated,1510,31,14,6118401
05/06/2022,04/24/2021,Eastern Region,Unvaccinated,1476,60,17,4614088
05/06/2022,08/14/2021,Eastern Region,Unvaccinated,3595,104,53,3167638
05/06/2022,05/29/2021,Northwest Region,Unvaccinated,312,20,5,3808889
05/06/2022,03/19/2022,Northern Region,Fully Vaccinated,488,2,1,6235132
05/06/2022,01/23/2021,Northwest Region,Fully Vaccinated,0,0,0,91374
05/06/2022,03/20/2021,Northwest Region,Fully Vaccinated,16,1,0,1268001
05/06/2022,01/30/2021,Northwest Region,Unvaccinated,3552,90,45,7793848
05/06/2022,03/26/2022,Northern Region,Partially Vaccinated,131,1,0,696203
05/06/2022,07/10/2021,Central Region,Fully Vaccinated,71,3,1,4635936
05/06/2022,04/10/2021,Northern Region,Fully Vaccinated,50,1,0,2112073
05/06/2022,12/11/2021,Northwest Region,Partially Vaccinated,216,6,3,651314
05/06/2022,10/16/2021,Central Region,Unvaccinated,1604,50,23,2692411
05/06/2022,02/19/2022,Northwest Region,Partially Vaccinated,194,5,1,707018
05/06/2022,03/06/2021,Eastern Region,Fully Vaccinated,9,0,0,958293
05/06/2022,01/01/2022,Northwest Region,Fully Vaccinated,3877,110,43,5926118
05/06/2022,11/20/2021,Eastern Region,Unvaccinated,1050,29,12,2326404
05/06/2022,12/25/2021,Northwest Region,Unvaccinated,4881,95,47,2035619
05/06/2022,01/30/2021,Central Region,Partially Vaccinated,234,7,12,641556
05/06/2022,09/25/2021,Southwest Region,Partially Vaccinated,305,12,6,577094
05/06/2022,08/14/2021,Northern Region,Partially Vaccinated,160,4,0,573415
05/06/2022,01/23/2021,Central Region,Partially Vaccinated,233,8,11,452681
05/06/2022,03/27/2021,Central Region,Fully Vaccinated,21,1,0,1515032
05/06/2022,07/17/2021,Northwest Region,Partially Vaccinated,25,2,0,477687
05/06/2022,04/09/2022,Central Region,Partially Vaccinated,72,0,1,691602
05/06/2022,11/20/2021,Northern Region,Unvaccinated,1418,24,2,2326404
05/06/2022,03/06/2021,Northern Region,Fully Vaccinated,11,1,1,958293
05/06/2022,02/20/2021,Eastern Region,Partially Vaccinated,192,14,5,638278
05/06/2022,06/12/2021,Northwest Region,Partially Vaccinated,11,0,0,592134
05/06/2022,02/12/2022,Eastern Region,Unvaccinated,1632,30,17,1781425
05/06/2022,08/14/2021,Northwest Region,Fully Vaccinated,514,16,4,4849510
05/06/2022,05/29/2021,Eastern Region,Fully Vaccinated,32,2,0,4045511
05/06/2022,04/24/2021,Northwest Region,Fully Vaccinated,40,1,0,2782953
05/06/2022,02/26/2022,Northern Region,Unvaccinated,903,5,3,1681947
05/06/2022,04/02/2022,Northwest Region,Unvaccinated,211,4,1,1645242
05/06/2022,02/13/2021,Central Region,Fully Vaccinated,8,0,0,392269
05/06/2022,10/30/2021,Eastern Region,Partially Vaccinated,113,4,1,562082
05/06/2022,07/10/2021,Northwest Region,Partially Vaccinated,14,2,0,481719
05/06/2022,07/17/2021,Northwest Region,Fully Vaccinated,90,4,0,4683542
05/06/2022,02/26/2022,Southwest Region,Fully Vaccinated,857,23,15,6205865
05/06/2022,02/12/2022,Northern Region,Partially Vaccinated,321,3,2,690737
05/06/2022,08/07/2021,Northern Region,Partially Vaccinated,157,2,0,548379
05/06/2022,04/24/2021,Northwest Region,Partially Vaccinated,119,6,2,1193522
05/06/2022,06/12/2021,Southwest Region,Fully Vaccinated,27,3,0,4332817
05/06/2022,06/19/2021,Southwest Region,Unvaccinated,169,21,3,3609541
05/06/2022,04/02/2022,Northwest Region,Partially Vaccinated,38,0,0,693950
05/06/2022,02/12/2022,Northern Region,Fully Vaccinated,1304,13,6,6118401
05/06/2022,06/26/2021,Southwest Region,Partially Vaccinated,7,3,0,480289
05/06/2022,05/29/2021,Northern Region,Unvaccinated,277,15,2,3808889
05/06/2022,03/19/2022,Northwest Region,Fully Vaccinated,187,11,1,6235132
05/06/2022,06/05/2021,Southwest Region,Unvaccinated,265,30,4,3732615
05/06/2022,10/02/2021,Eastern Region,Fully Vaccinated,854,20,13,5238185
05/06/2022,10/09/2021,Eastern Region,Unvaccinated,2279,68,34,2734876
05/06/2022,11/27/2021,Eastern Region,Fully Vaccinated,489,16,5,5603375
05/06/2022,07/24/2021,Eastern Region,Unvaccinated,1214,69,8,3376964
05/06/2022,04/09/2022,Central Region,Fully Vaccinated,248,2,0,6261969
05/06/2022,02/13/2021,Central Region,Partially Vaccinated,168,14,3,693793
05/06/2022,09/11/2021,Southwest Region,Partially Vaccinated,442,13,6,591401
05/06/2022,05/15/2021,Eastern Region,Unvaccinated,627,36,11,4123700
05/06/2022,05/22/2021,Eastern Region,Fully Vaccinated,28,2,0,3892844
05/06/2022,04/10/2021,Northwest Region,Fully Vaccinated,29,2,0,2112073
05/06/2022,07/31/2021,Central Region,Fully Vaccinated,401,8,7,4763663
05/06/2022,06/05/2021,Northern Region,Fully Vaccinated,58,4,0,4170994
05/06/2022,01/15/2022,Southwest Region,Unvaccinated,15034,94,98,1881607
05/06/2022,05/01/2021,Southwest Region,Fully Vaccinated,66,8,2,3122557
05/06/2022,08/21/2021,Southwest Region,Fully Vaccinated,751,36,8,4902517
05/06/2022,06/19/2021,Southwest Region,Fully Vaccinated,20,1,0,4452627
05/06/2022,08/14/2021,Eastern Region,Partially Vaccinated,284,10,4,573415
05/06/2022,06/12/2021,Southwest Region,Unvaccinated,179,19,2,3665612
05/06/2022,08/28/2021,Southwest Region,Partially Vaccinated,259,2,2,590963
05/06/2022,04/09/2022,Southwest Region,Fully Vaccinated,161,3,1,6261969
05/06/2022,08/28/2021,Eastern Region,Unvaccinated,4478,124,56,3036409
05/06/2022,05/08/2021,Eastern Region,Unvaccinated,943,43,7,4260070
05/06/2022,02/05/2022,Southwest Region,Unvaccinated,7350,63,77,1797790
05/06/2022,04/10/2021,Northwest Region,Partially Vaccinated,151,8,5,1310627
05/06/2022,10/23/2021,Central Region,Fully Vaccinated,369,14,6,5367291
05/06/2022,02/06/2021,Central Region,Unvaccinated,3712,129,64,7624723
05/06/2022,02/13/2021,Central Region,Unvaccinated,3021,106,40,7504501
05/06/2022,10/23/2021,Northwest Region,Fully Vaccinated,567,19,8,5367291
05/06/2022,05/29/2021,Northwest Region,Partially Vaccinated,23,2,0,736163
05/06/2022,12/04/2021,Eastern Region,Unvaccinated,1889,61,30,2205875
05/06/2022,02/06/2021,Northwest Region,Unvaccinated,3375,79,26,7624723
05/06/2022,09/11/2021,Northern Region,Fully Vaccinated,1124,26,4,5078138
05/06/2022,03/20/2021,Northwest Region,Partially Vaccinated,67,4,1,946532
05/06/2022,09/04/2021,Northern Region,Unvaccinated,1856,49,8,2974250
05/06/2022,10/30/2021,Central Region,Unvaccinated,1049,29,9,2602477
05/06/2022,05/22/2021,Central Region,Partially Vaccinated,30,4,1,766619
05/06/2022,01/15/2022,Central Region,Partially Vaccinated,1447,18,13,704133
05/06/2022,12/18/2021,Central Region,Unvaccinated,3182,57,35,2086258
05/06/2022,04/03/2021,Central Region,Fully Vaccinated,18,2,1,1798334
05/06/2022,03/13/2021,Northern Region,Partially Vaccinated,114,5,2,787646
05/06/2022,06/05/2021,Northwest Region,Partially Vaccinated,13,1,0,686954
05/06/2022,06/26/2021,Northern Region,Partially Vaccinated,30,1,0,480289
05/06/2022,02/05/2022,Central Region,Unvaccinated,4280,30,55,1797790
05/06/2022,03/05/2022,Southwest Region,Fully Vaccinated,583,22,5,6217663
05/06/2022,12/04/2021,Northwest Region,Partially Vaccinated,220,8,6,674978
05/06/2022,03/27/2021,Southwest Region,Partially Vaccinated,105,11,2,1161416
05/06/2022,09/18/2021,Eastern Region,Partially Vaccinated,335,8,3,586474
05/06/2022,05/08/2021,Northern Region,Partially Vaccinated,135,7,2,931954
05/06/2022,11/20/2021,Central Region,Partially Vaccinated,88,1,1,695655
05/06/2022,04/17/2021,Northwest Region,Unvaccinated,1410,59,16,4872514
05/06/2022,02/20/2021,Northern Region,Unvaccinated,2681,43,11,7395516
05/06/2022,04/17/2021,Central Region,Unvaccinated,1504,57,17,4872514
05/06/2022,02/27/2021,Northern Region,Fully Vaccinated,16,0,0,785007
05/06/2022,12/18/2021,Southwest Region,Partially Vaccinated,197,6,4,654736
05/06/2022,03/19/2022,Central Region,Fully Vaccinated,160,5,0,6235132
05/06/2022,06/12/2021,Eastern Region,Fully Vaccinated,23,2,0,4332817
05/06/2022,05/15/2021,Northwest Region,Partially Vaccinated,44,3,1,814676
05/06/2022,06/19/2021,Eastern Region,Unvaccinated,243,19,2,3609541
05/06/2022,05/15/2021,Northern Region,Partially Vaccinated,71,3,1,814676
05/06/2022,09/11/2021,Eastern Region,Partially Vaccinated,365,11,5,591401
05/06/2022,06/26/2021,Eastern Region,Fully Vaccinated,27,2,1,4327196
05/06/2022,03/12/2022,Central Region,Unvaccinated,301,3,1,1665076
05/06/2022,07/10/2021,Southwest Region,Fully Vaccinated,72,9,2,4635936
05/06/2022,10/16/2021,Southwest Region,Unvaccinated,2354,100,56,2692411
05/06/2022,03/06/2021,Southwest Region,Partially Vaccinated,60,6,1,677240
05/06/2022,11/20/2021,Southwest Region,Unvaccinated,1961,87,45,2326404
05/06/2022,03/06/2021,Southwest Region,Fully Vaccinated,11,1,0,958293
05/06/2022,07/17/2021,Southwest Region,Fully Vaccinated,119,17,4,4683542
